dialog_speaker_list,dialog_text_list,h,entailment,idx
"[""A""]","[""The assumption of ACI as a mercury control method will be more conservative with regard to sorbent consumption since it will assume that all of the facilities installing sorbent injection for mercury control require AC.""]",It is assumed that the facilities installing sorbent injection for mercury control have no relation to AC.,FALSE,131500
"[""A""]","[""Among the cathedral's admir?­able 12th- to 14th-century stained-glass windows in the nave and northern aisle there are portraits of medieval German emperors.""]",The cathedral has portraits of German emperors between some of its stained-glass windows.,TRUE,122097
"[""A""]","[""His way of seeing things is too familiar to surprise us, too predictable to be funny.""]",His point of view is too familiar to be surprising and to predictable to amuse us.,TRUE,308604
"[""A""]","[""and i well i think that's really good though because i'm sure those are memories they'll always keep""]",I think they will always keep those memories and that is good.,TRUE,351246
"[""A""]","[""Most news accounts concluded that Clinton overshadowed Jones with a funny, largely apolitical speech featuring digs at Congress (a show about nothing), the press corps (I hardly have any time to read the news anymore.""]",I have all the time in the world for reading the news.,FALSE,232195
"[""A""]","[""It is hard to punch fog.""]",It is difficult to hit the mist.,TRUE,355496
"[""A""]","[""This just might be the best piece of France anywhere.""]",This is a very boring area and not worth visiting when in France.,FALSE,40043
"[""A""]","[""The biography exposes the pioneer sexologist as a gay masochist who organized and filmed orgies.""]",The biographer wrote that the sexologist filmed monogamous gay couples. ,FALSE,104897
"[""A""]","[""Others do so while warming up their cars.""]",Some warm their cars up while doing it.,TRUE,28876
"[""A""]","[""In a minute, when I've done with you, you'll go to bed as I told you to.""]","When I finish what I'm doing to you, you can sleep as instructed. ",TRUE,57754
"[""A""]","[""exactly exactly right yeah we we have i think we we name drop it a little too much and and don't fully understand what what what it is we're saying i think it's it's focusing in on the issue and walking your talk and and all that kind of rolls in together there but uh""]",I do not believe we can name drop.,FALSE,316368
"[""A""]","[""In selecting and/or developing, and implementing a particular electronic signature technology for an automated T&amp;A application, management must assess the risks associated with the loss, misuse, or compromise of the electronic T&amp;A information and signatures compared to the benefits, costs, and effort associated with selecting and/or developing and managing the automated systems and electronic signatures.""]",Management doesn't have to consider the risks associated with compromised signatures when doing its initial evaluation.,FALSE,85623
"[""A""]","[""detecting material misappropriations is an objective of control over safeguarding of assets, understanding this type of control can be essential to planning the audit.""]",Understanding such controls can be vital when planning an audit.,TRUE,1282
"[""A""]","[""Until recently, millions of green-card holders were content to live in the United States as resident aliens.""]",It was not til lately but they were happy to live in the country.,TRUE,72724
"[""A""]","[""something something to keep me occupied you see""]",Something could have kept me occupied.,TRUE,219287
"[""A""]","[""It could easily be seen by ships in the Firth of Forth and was a useful safeguard if prevailing winds carried the sound of the gunfire the wrong way.""]",It is possible for winds to carry the sound of gunfire in the wrong direction.,TRUE,29832
"[""A""]","[""yeah it was nice talking to you you have a good day bye""]","Have a wonderful day, it was nice talking to you.",TRUE,35462
"[""A""]","[""Like the early flags, these elements got reworked in a variety of media and a range of combinations--as though if the right combinations were found, the rebus might be decoded (though, of course, it never is).""]",Early flags get reworked in a number of media mediums.,TRUE,4917
"[""A""]","[""Nagarkot, Dhulikhel, and Kodari""]",There are three of them.,TRUE,143795
"[""A""]","[""Ah, my Benedictino, Ewelina the 18th fiancée said sweetly and looked at her man as if she fell in love with him all over again.""]",Ewelina looked at Benedictino with such hate that it would make a grown man cry. ,FALSE,294492
"[""A""]","[""Once the electronic data are received centrally, the examination process could be more automated.""]",The final examination process could be done using more automated work after all data is inputted. ,TRUE,185950
"[""A""]","[""well i had my  the the call last evening was supposed to be about uh concerning recycling in the community the call i received""]",Last evening's call was supposed to be about women's rights. ,FALSE,367301
"[""A""]","[""to fill it up i think that's great and you weigh your container you know and then you weigh your salad after that""]",You pay a fee to an all you can eat in the salad bar.,FALSE,354660
"[""A""]","[""but see they didn't bother her because she had a prescription""]",She went to the doctor.,TRUE,131851
"[""A""]","[""Not a doubt about it, I must push on. He paid for his breakfast, and betook himself to Whitehall.""]",He didn't pay for his breakfast.,FALSE,108717
"[""A""]","[""In light of their apparent workability in several Commission proceedings and their continuing usefulness for affording procedural flexibility to the""]",The Commission proceedings gave the appearance of workability.,TRUE,120869
"[""A""]","[""Head back into the chaos and noise of the souqs and turn right off David Street, either into the El Wad Road or along the more colourful Souq el Attarin into the long Souq Khan es Zeit, where butchers and food vendors make for fascinating window shopping.""]",It's interesting to look at butchers and food vendors along the Souq Khan es Zeit.,TRUE,199148
"[""A""]","[""data designed to evaluate the performance of computer hardware and software in a given configuration.""]",The data is supposed to assess computer software's performance.,TRUE,329847
"[""A""]","[""Since this is the only time many Japanese are permitted to take a vacation, it is the worst time to visit Japan, since every hotel, inn, train, and even plane is booked up months in advance.""]",Japanese people usually vacation all year long.  ,FALSE,226813
"[""A""]","[""Takachiho in central Kyushu, armed with the imperial mirror, sword, and jewel that Jimmu (Japan's first emperor) used on his conquest of the Yamato Plain near Nara.""]",Jimmu's old sword is lost to history.,FALSE,16265
"[""A""]","[""44 rooms.""]",There are 44 rooms.,TRUE,3310
"[""A""]","[""This perennially fashionable resort is particularly popular for family skiing holidays.""]",The resort has been popular for several years for family skiing vacations.,TRUE,236993
"[""A""]","[""i'm not sure that they can repeat okay""]",I'm pretty sure they can't repeat.,TRUE,52362
"[""A""]","[""Most rushed visitors see the square, stand in awe of the tilting tower, and leave town.""]",The majority of the hurrying visitors leave after seeing the tilting tower.,TRUE,221247
"[""A""]","[""The best of Jamaica's spicy cuisine, including saltfish and ackee, rice and peas, fish in coconut milk, and Escovitch fish.""]",Jamaican food is very bland.,FALSE,256097
"[""A""]","[""An arrangement of salmon-pink quince blossoms is set against the gray wall of the dining room.""]",White roses arranged in the grey painting dining room. ,FALSE,152972
"[""A""]","[""At the extreme, U.S. population densities are as high as French population densities.""]"," At the extreme, U.S. population densities are as high as French population densities.",TRUE,241929
"[""A""]","[""They solved a lot of my problems.""]",A lot of my problems have been solved by them.,TRUE,323999
"[""A""]","[""um-hum wouldn't catch right""]",It caught properly.,FALSE,39174
